,Country Name,Country Code,Year,Continent,World Regions (UN SDG Definition),Regime Type (RoW Measure Definition),"Population, total - SP.POP.TOTL",Access to electricity (% of population) - EG.ELC.ACCS.ZS,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Renewable energy consumption (% of total final energy consumption) - EG.FEC.RNEW.ZS,Renewable electricity output (% of total electricity output) - EG.ELC.RNEW.ZS,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,Income Classification (World Bank Definition),Individuals using the Internet (% of population) - IT.NET.USER.ZS,power_soec,power_f,suffrage_f,dmr_f,Gini index (World Bank estimate) - SI.POV.GINI
1848,Latvia,LVA,2005,Europe,Europe and Northern America,Electoral Democracy,2238799.0,100.0,16959313006.0,7575.183393000001,36.30089951,69.58825927,94.375,21.0,Upper-middle income,46.0,0.6890000000000001,2.0580000000000003,100.0,2.465,39.0
1849,Latvia,LVA,2006,Europe,Europe and Northern America,Liberal Democracy,2218357.0,100.0,21517445448.0,9699.721662,34.00099945,56.96176651,94.375,19.0,Upper-middle income,53.63,0.6890000000000001,2.0580000000000003,100.0,2.465,35.6
1850,Latvia,LVA,2007,Europe,Europe and Northern America,Liberal Democracy,2200325.0,100.0,31004884421.0,14091.04765,33.076698300000004,59.27478516,94.375,20.0,Upper-middle income,59.17,0.6890000000000001,2.0580000000000003,100.0,2.465,37.5
1851,Latvia,LVA,2008,Europe,Europe and Northern America,Liberal Democracy,2177322.0,100.0,35756225698.0,16422.11198,33.70600128,60.90254077,97.5,20.0,Upper-middle income,63.41,0.662,2.0580000000000003,100.0,2.465,37.2
1852,Latvia,LVA,2009,Europe,Europe and Northern America,Liberal Democracy,2141669.0,100.0,26317286628.0,12288.21383,38.39799881,63.85347459,97.5,22.0,High income,66.84,0.809,2.0580000000000003,100.0,2.465,36.0
1853,Latvia,LVA,2010,Europe,Europe and Northern America,Liberal Democracy,2097555.0,100.0,23869752327.0,11379.79806,33.070598600000004,54.85136563,97.5,20.0,Upper-middle income,68.42,0.809,2.0580000000000003,100.0,2.465,35.0
1854,Latvia,LVA,2011,Europe,Europe and Northern America,Liberal Democracy,2059709.0,100.0,28374734038.0,13776.088780000002,35.53530121,50.4922875,97.5,23.0,Upper-middle income,69.74995456,0.836,2.0580000000000003,100.0,2.465,35.8
1855,Latvia,LVA,2012,Europe,Europe and Northern America,Liberal Democracy,2034319.0,100.0,28324787664.0,13923.47398,40.36629868,66.62883087,97.5,23.0,High income,73.11994377,0.836,2.0580000000000003,100.0,2.465,35.2
1856,Latvia,LVA,2013,Europe,Europe and Northern America,Electoral Democracy,2012647.0,100.0,30436727789.0,15122.73528,39.5992012,56.917378,97.5,23.0,High income,75.2344,0.836,2.184,100.0,2.465,35.5
1857,Latvia,LVA,2014,Europe,Europe and Northern America,Liberal Democracy,1993782.0,100.0,31329367173.0,15713.53697,40.23529816,54.54191791,100.0,18.0,High income,75.83,0.836,2.184,100.0,2.465,35.1
1858,Latvia,LVA,2015,Europe,Europe and Northern America,Liberal Democracy,1977527.0,100.0,27239653844.0,13774.605269999998,38.10020065,50.17169709,100.0,18.0,High income,79.20058292,0.836,2.184,100.0,2.465,34.2
1859,Latvia,LVA,2016,Europe,Europe and Northern America,Electoral Democracy,1959537.0,100.0,28052325862.0,14315.79289,38.48260117,,100.0,18.0,High income,79.84209778,1.101,2.525,100.0,2.465,34.3
1860,Latvia,LVA,2017,Europe,Europe and Northern America,Liberal Democracy,1942248.0,100.0,30383528686.0,15643.48563,42.59820175,,100.0,16.0,High income,80.11407700000002,1.101,2.417,100.0,2.465,35.6
1861,Latvia,LVA,2018,Europe,Europe and Northern America,Liberal Democracy,1927174.0,100.0,34399206590.0,17849.5593,41.25289917,,100.0,31.0,High income,83.57717486,1.177,2.417,100.0,2.465,35.1
1862,"Macao SAR, China",MAC,2000,Asia,Eastern and South-Eastern Asia,,,100.0,6774193548.0,15835.99101,0.177499995,0.0,,,High income,,,,,,
1863,"Macao SAR, China",MAC,2001,Asia,Eastern and South-Eastern Asia,,437928.0,100.0,6860272608.0,15665.29797,0.795400023,0.0,,,High income,22.52121677,,,,,
1864,"Macao SAR, China",MAC,2002,Asia,Eastern and South-Eastern Asia,,448813.0,100.0,7371723056.0,16424.932109999998,1.192700028,0.0,,,High income,25.17188016,,,,,
1865,"Macao SAR, China",MAC,2003,Asia,Eastern and South-Eastern Asia,,460157.0,100.0,8246521717.0,17921.10457,2.16050005,0.0,,,High income,25.74212398,,,,,
1866,"Macao SAR, China",MAC,2004,Asia,Eastern and South-Eastern Asia,,471600.0,100.0,10643215078.0,22568.31017,2.203700066,0.0,,,High income,31.48409738,,,,,
1867,"Macao SAR, China",MAC,2005,Asia,Eastern and South-Eastern Asia,,482863.0,100.0,12160002996.0,25183.13268,2.002899885,0.0,,,High income,34.86292717,,,,,
1868,"Macao SAR, China",MAC,2006,Asia,Eastern and South-Eastern Asia,,493804.0,100.0,14874147024.0,30121.56043,2.491100073,0.0,,,High income,46.4,,,,,
1869,"Macao SAR, China",MAC,2007,Asia,Eastern and South-Eastern Asia,,504504.0,100.0,18439876056.0,36550.50516,3.424900055,0.0,,,High income,47.327,,,,,
1870,"Macao SAR, China",MAC,2008,Asia,Eastern and South-Eastern Asia,,515232.0,100.0,21027044551.0,40810.82804,4.635499954,0.0,,,High income,49.24,,,,,
1871,"Macao SAR, China",MAC,2009,Asia,Eastern and South-Eastern Asia,,526401.0,100.0,21587740942.0,41010.06826,2.959100008,0.0,,,High income,54.0,,,,,
1872,"Macao SAR, China",MAC,2010,Asia,Eastern and South-Eastern Asia,,538215.0,100.0,28241858489.0,52473.19099,5.445799827999999,0.0,,,High income,55.198,,,,,
1873,"Macao SAR, China",MAC,2011,Asia,Eastern and South-Eastern Asia,,550833.0,100.0,36845925519.0,66891.28197000001,6.341400146000002,0.0,,,High income,60.20369672,,,,,
1874,"Macao SAR, China",MAC,2012,Asia,Eastern and South-Eastern Asia,,564037.0,100.0,43189526778.0,76572.15179,11.09529972,0.0,,,High income,61.31,,,,,
1875,"Macao SAR, China",MAC,2013,Asia,Eastern and South-Eastern Asia,,577368.0,100.0,51536304808.0,89260.7571,16.55330086,0.0,,,High income,65.8,,,,,
1876,"Macao SAR, China",MAC,2014,Asia,Eastern and South-Eastern Asia,,590210.0,100.0,54903031138.0,93022.87514,11.40170002,0.0,,,High income,69.78,,,,,
1877,"Macao SAR, China",MAC,2015,Asia,Eastern and South-Eastern Asia,,602093.0,100.0,45060237946.0,74839.33204,7.368000031,0.0,,,High income,77.60013186,,,,,
1878,"Macao SAR, China",MAC,2016,Asia,Eastern and South-Eastern Asia,,612824.0,100.0,45085114633.0,73569.43368999999,7.847400188,,,,High income,81.64298546,,,,,
1879,"Macao SAR, China",MAC,2017,Asia,Eastern and South-Eastern Asia,,622578.0,100.0,50456765512.0,81044.88997999999,5.851200104,,,,High income,83.17408907,,,,,
1880,"Macao SAR, China",MAC,2018,Asia,Eastern and South-Eastern Asia,,631633.0,100.0,55302446578.0,87554.71386,14.00949955,,,,High income,83.79408961,,,,,
1881,Morocco,MAR,2000,Africa,Northern Africa and Western Asia,Closed Autocracy,,69.55908966,38857251336.0,1334.943464,15.26150036,6.079452694,44.375,0.615384615,Lower-middle income,,-0.741,-0.3,100.0,-0.885,40.6
1882,Morocco,MAR,2001,Africa,Northern Africa and Western Asia,Closed Autocracy,29126323.0,71.36521149,39459581217.0,1339.294077,15.11919975,7.1580486510000005,44.375,0.615384615,Lower-middle income,1.371438101,-0.741,-0.3,100.0,-0.885,
1883,Morocco,MAR,2002,Africa,Northern Africa and Western Asia,Closed Autocracy,29454765.0,73.16304016,42236836821.0,1416.4883960000002,14.93859959,6.852641942999999,44.375,10.76923077,Lower-middle income,2.373253192,-0.3,0.211,100.0,-0.885,
1884,Morocco,MAR,2003,Africa,Northern Africa and Western Asia,Closed Autocracy,29782884.0,74.95140839,52064058834.0,1725.457466,15.70580006,10.00723851,44.375,10.76923077,Lower-middle income,3.353366681,-0.3,0.211,100.0,-0.885,
1885,Morocco,MAR,2004,Africa,Northern Africa and Western Asia,Closed Autocracy,30115196.0,78.2,59626020162.0,1952.902534,23.0007,10.20615645,70.625,10.76923077,Lower-middle income,11.60793477,-0.3,0.211,100.0,-0.885,
1886,Morocco,MAR,2005,Africa,Northern Africa and Western Asia,Closed Autocracy,30455563.0,78.49519348,62343022651.0,2018.025547,20.1534996,6.1430793160000015,73.125,10.76923077,Lower-middle income,15.08444452,-0.3,0.211,100.0,-0.885,
1887,Morocco,MAR,2006,Africa,Northern Africa and Western Asia,Closed Autocracy,30804689.0,96.5,68640825481.0,2196.011276,18.14360046,5.945428917,73.125,10.76923077,Lower-middle income,19.77119157,-0.3,0.211,100.0,-0.885,40.7
1888,Morocco,MAR,2007,Africa,Northern Africa and Western Asia,Closed Autocracy,31163670.0,82.00601196,79041294874.0,2499.259938,16.463300699999998,6.000904659,73.125,10.46153846,Lower-middle income,21.5,-0.3,0.211,100.0,-0.885,
1889,Morocco,MAR,2008,Africa,Northern Africa and Western Asia,Closed Autocracy,31536807.0,83.76307678,92507257784.0,2890.360715,14.61629963,5.967898833,73.125,10.46153846,Lower-middle income,33.1,-0.3,0.211,100.0,-0.885,
1890,Morocco,MAR,2009,Africa,Northern Africa and Western Asia,Closed Autocracy,31929087.0,85.52956390000001,92897320376.0,2866.92411,14.25590038,13.99385197,73.125,10.46153846,Lower-middle income,41.3,-0.3,0.211,100.0,-0.885,
1891,Morocco,MAR,2010,Africa,Northern Africa and Western Asia,Closed Autocracy,32343384.0,92.59702301,93216746662.0,2839.92612,13.91959953,17.43409936,73.125,10.46153846,Lower-middle income,52.0,-0.3,0.211,100.0,-0.915,
1892,Morocco,MAR,2011,Africa,Northern Africa and Western Asia,Closed Autocracy,32781860.0,93.38168335,101370000000.0,3046.947854,11.87539959,10.78941054,73.125,16.96202532,Lower-middle income,46.1074826,-0.3,0.399,100.0,-0.915,
1893,Morocco,MAR,2012,Africa,Northern Africa and Western Asia,Closed Autocracy,33241898.0,94.14844513,98266306615.0,2912.658275,10.93330002,8.629961587999999,73.125,16.96202532,Lower-middle income,55.41605319,-0.3,0.399,100.0,-0.915,
1894,Morocco,MAR,2013,Africa,Northern Africa and Western Asia,Closed Autocracy,33715705.0,97.2,106826000000.0,3121.680081,11.59360027,14.64795845,73.125,16.96202532,Lower-middle income,56.0,-0.175,-0.047,100.0,-0.7,39.5
1895,Morocco,MAR,2014,Africa,Northern Africa and Western Asia,Closed Autocracy,34192358.0,91.6,110081000000.0,3171.699192,11.13969994,12.38781048,73.125,16.96202532,Lower-middle income,56.8,-0.175,-0.047,100.0,-0.7,
1896,Morocco,MAR,2015,Africa,Northern Africa and Western Asia,Closed Autocracy,34663608.0,97.3,101180000000.0,2875.257985,11.21179962,14.30889033,73.125,16.96202532,Lower-middle income,57.07999935,-0.095,0.204,100.0,-0.659,
1897,Morocco,MAR,2016,Africa,Northern Africa and Western Asia,Closed Autocracy,35126274.0,97.8,103312000000.0,2896.722196,11.02040005,,73.125,20.50632911,Lower-middle income,58.27123642,-0.021,0.204,100.0,-0.659,
1898,Morocco,MAR,2017,Africa,Northern Africa and Western Asia,Closed Autocracy,35581257.0,100.0,109683000000.0,3035.454433,10.41810036,,73.125,20.50632911,Lower-middle income,61.76221201,-0.066,0.204,100.0,-0.659,
1899,Morocco,MAR,2018,Africa,Northern Africa and Western Asia,Closed Autocracy,36029089.0,98.1,118096000000.0,3226.982794,10.83230019,,75.625,20.50632911,Lower-middle income,64.80386519,-0.066,0.204,100.0,-0.659,
1900,Moldova,MDA,2000,Europe,Europe and Northern America,Electoral Democracy,,100.0,1288429392.0,440.6720307,5.722199917,6.724937567,66.875,7.920792079,Low income,,0.369,0.7559999999999999,100.0,1.812,36.4
1901,Moldova,MDA,2001,Europe,Europe and Northern America,Electoral Democracy,2917252.0,100.0,1480673594.0,507.5576584,5.597099781,6.292772492,66.875,12.87128713,Low income,1.487812952,0.205,0.7559999999999999,100.0,1.812,38.0
1902,Moldova,MDA,2002,Europe,Europe and Northern America,Electoral Democracy,2910504.0,99.0,1661818168.0,570.9726454,5.827799797000001,6.507854307000001,66.875,12.87128713,Low income,3.787242799,0.205,0.7559999999999999,100.0,1.812,35.8
1903,Moldova,MDA,2003,Europe,Europe and Northern America,Electoral Democracy,2902320.0,100.0,1980907435.0,682.5255087999999,5.921000004,6.313850276,66.875,12.87128713,Low income,7.407544584,0.205,0.7559999999999999,100.0,1.812,34.9
1904,Moldova,MDA,2004,Europe,Europe and Northern America,Electoral Democracy,2895147.0,99.1,2598249556.0,897.4499588,4.85010004,6.470992104,66.875,15.84158416,Low income,10.62939084,0.205,0.7559999999999999,100.0,1.812,35.0
1905,Moldova,MDA,2005,Europe,Europe and Northern America,Electoral Autocracy,2888111.0,98.6,2988348836.0,1034.707058,4.2669000630000005,6.293823037999999,66.875,21.78217822,Lower-middle income,14.63027046,0.205,0.7559999999999999,100.0,1.812,36.3
1906,Moldova,MDA,2006,Europe,Europe and Northern America,Electoral Autocracy,2880095.0,100.0,3408244549.0,1183.379211,4.98059988,6.1884438610000005,73.125,21.78217822,Lower-middle income,19.62064771,0.205,0.7559999999999999,100.0,1.812,35.4
1907,Moldova,MDA,2007,Europe,Europe and Northern America,Electoral Autocracy,2873429.0,100.0,4401189466.0,1531.685476,4.436100006,6.383338977,73.125,21.78217822,Lower-middle income,20.45,0.205,0.7559999999999999,100.0,1.812,34.4
1908,Moldova,MDA,2008,Europe,Europe and Northern America,Electoral Autocracy,2867964.0,100.0,6054849885.0,2111.201495,4.9250001910000005,6.4596479570000005,75.625,21.78217822,Lower-middle income,23.39,0.255,0.7859999999999999,100.0,1.192,34.7
1909,Moldova,MDA,2009,Europe,Europe and Northern America,Electoral Autocracy,2864346.0,100.0,5439422031.0,1899.0101170000007,4.843900204,5.776056793,75.625,23.76237624,Lower-middle income,27.5,0.255,0.8640000000000001,100.0,1.824,32.9
1910,Moldova,MDA,2010,Europe,Europe and Northern America,Electoral Democracy,2861487.0,100.0,6974960345.0,2437.529978,19.76539993,6.657942091000002,75.625,18.81188119,Lower-middle income,32.3,0.491,0.8420000000000001,100.0,1.824,32.1
1911,Moldova,MDA,2011,Europe,Europe and Northern America,Electoral Democracy,2859833.0,100.0,8414360656.0,2942.255949,20.0156002,6.08365019,78.75,19.8019802,Lower-middle income,38.0,0.34600000000000003,0.8420000000000001,100.0,1.824,30.6
1912,Moldova,MDA,2012,Europe,Europe and Northern America,Electoral Democracy,2859458.0,100.0,8709165249.0,3045.739874,21.62509918,4.636332298999999,78.75,19.8019802,Lower-middle income,43.37,0.34600000000000003,0.7759999999999999,100.0,1.824,29.2
1913,Moldova,MDA,2013,Europe,Europe and Northern America,Electoral Democracy,2858692.0,100.0,9496684701.0,3322.038436,23.8173008,6.969494545,78.75,19.8019802,Lower-middle income,60.0,0.34600000000000003,0.81,100.0,1.795,28.5
1914,Moldova,MDA,2014,Europe,Europe and Northern America,Electoral Democracy,2856950.0,100.0,9510219299.0,3328.801449,24.30900002,6.204447767,78.75,17.82178218,Lower-middle income,67.0,0.34600000000000003,0.81,100.0,1.795,26.8
1915,Moldova,MDA,2015,Europe,Europe and Northern America,Electoral Democracy,2834530.0,100.0,7745231660.0,2732.457113,24.72290039,5.368576588,78.75,21.78217822,Lower-middle income,69.00000447,0.282,0.536,100.0,1.795,27.0
1916,Moldova,MDA,2016,Europe,Europe and Northern America,Electoral Democracy,2802170.0,100.0,8071480541.0,2880.439281,25.2954998,,78.75,21.78217822,Lower-middle income,70.99999911,0.439,0.638,100.0,1.795,26.3
1917,Moldova,MDA,2017,Europe,Europe and Northern America,Electoral Democracy,2755158.0,99.98,9669759987.0,3509.69345,26.06110001,,81.25,22.77227723,Lower-middle income,76.12451989,0.087,0.339,100.0,1.795,25.9
1918,Moldova,MDA,2018,Europe,Europe and Northern America,Electoral Democracy,2708214.0,99.99,11456728401.0,4230.363037,25.74609947,,84.375,22.77227723,Lower-middle income,,0.087,0.339,100.0,1.795,25.7
1919,Madagascar,MDG,2000,Africa,Sub-Saharan Africa,Electoral Democracy,,13.23051071,4629247091.0,293.60715739999995,83.35070038,61.12598031,48.125,8.0,Low income,,0.391,0.369,100.0,1.0490000000000002,
1920,Madagascar,MDG,2001,Africa,Sub-Saharan Africa,Electoral Autocracy,16260933.0,14.8,5438332738.0,334.4416177,84.6006012,59.61936438,54.375,8.0,Low income,0.222511586,0.391,0.369,100.0,1.0490000000000002,47.4
1921,Madagascar,MDG,2002,Africa,Sub-Saharan Africa,Electoral Autocracy,16765122.0,14.07401752,5351701534.0,319.2163788000001,87.35440063,60.2930672,54.375,,Low income,0.339720155,0.155,0.369,100.0,1.0490000000000002,
1922,Madagascar,MDG,2003,Africa,Sub-Saharan Africa,Electoral Autocracy,17279139.0,20.3,6372498720.0,368.7972369,85.03749847,59.76263893,54.375,3.75,Low income,0.423252419,0.155,0.369,100.0,1.0490000000000002,
1923,Madagascar,MDG,2004,Africa,Sub-Saharan Africa,Electoral Autocracy,17802992.0,14.87966824,5064732716.0,284.4877263,84.43609619,56.23206107,54.375,6.875,Low income,0.525353655,0.155,0.369,100.0,1.0490000000000002,
1924,Madagascar,MDG,2005,Africa,Sub-Saharan Africa,Electoral Autocracy,18336722.0,15.26551056,5859269849.0,319.5374751,84.93599701,56.40335918,60.625,6.875,Low income,0.567721802,0.155,0.369,100.0,1.0490000000000002,39.9
1925,Madagascar,MDG,2006,Africa,Sub-Saharan Africa,Electoral Autocracy,18880265.0,15.64221954,6395712392.0,338.7511983,86.02649689,54.35330469,60.625,6.875,Low income,0.607552239,0.155,0.369,100.0,1.0490000000000002,
1926,Madagascar,MDG,2007,Africa,Sub-Saharan Africa,Electoral Autocracy,19433520.0,16.01587868,8524620739.0,438.6555158,86.19380188,58.84979913,60.625,7.874015748,Low income,0.65,0.155,0.701,100.0,1.0490000000000002,
1927,Madagascar,MDG,2008,Africa,Sub-Saharan Africa,Electoral Democracy,19996476.0,16.39272118,10725137478.0,536.351379,86.14080048,54.94083472,65.625,7.874015748,Low income,1.65,0.155,1.5759999999999998,100.0,1.0490000000000002,
1928,Madagascar,MDG,2009,Africa,Sub-Saharan Africa,Electoral Autocracy,20569115.0,17.4,9616879921.0,467.5398004,87.0983963,58.17085463,65.625,,Low income,1.63,-0.157,1.402,0.0,0.628,
1929,Madagascar,MDG,2010,Africa,Sub-Saharan Africa,Closed Autocracy,21151640.0,12.3,9982711030.0,471.959197,86.67939758,52.28463241,65.625,12.5,Low income,1.7,-0.157,1.402,0.0,0.628,42.4
1930,Madagascar,MDG,2011,Africa,Sub-Saharan Africa,Closed Autocracy,21743970.0,14.3,11551821062.0,531.2654985,84.57550049,48.01905337,65.625,12.5,Low income,1.9,-0.157,1.402,0.0,0.628,
1931,Madagascar,MDG,2012,Africa,Sub-Saharan Africa,Closed Autocracy,22346641.0,18.7,11578978053.0,518.1529543,83.3730011,49.68950637,65.625,17.486338800000002,Low income,2.3,-0.157,1.402,0.0,0.628,42.6
1932,Madagascar,MDG,2013,Africa,Sub-Saharan Africa,Electoral Autocracy,22961259.0,12.9,12423557907.0,541.0660586,81.14430237,50.77202982,65.625,17.486338800000002,Low income,3.0,-0.037000000000000005,1.402,100.0,0.628,
1933,Madagascar,MDG,2014,Africa,Sub-Saharan Africa,Electoral Autocracy,23589897.0,19.02375221,12522959157.0,530.8611206,80.09909821,53.30695635,71.875,20.52980132,Low income,3.7,-0.037000000000000005,1.567,100.0,1.05,
1934,Madagascar,MDG,2015,Africa,Sub-Saharan Africa,Electoral Autocracy,24234080.0,20.5437088,11323023787.0,467.2355537,79.97029877,54.59645655,71.875,20.52980132,Low income,4.17397219,0.043,1.567,100.0,1.05,
1935,Madagascar,MDG,2016,Africa,Sub-Saharan Africa,Electoral Autocracy,24894370.0,22.9,11848615018.0,475.9556084,83.979599,,71.875,20.52980132,Low income,4.713662899,0.043,1.567,100.0,1.05,
1936,Madagascar,MDG,2017,Africa,Sub-Saharan Africa,Electoral Autocracy,25570511.0,24.1,13176313233.0,515.2933093,81.32029724,,71.875,19.20529801,Low income,,0.043,1.567,100.0,1.05,
1937,Madagascar,MDG,2018,Africa,Sub-Saharan Africa,Electoral Autocracy,26262313.0,25.51556015,13614412551.0,518.4011230000001,81.56860352,,71.875,19.20529801,Low income,15.0,0.043,0.66,100.0,1.05,
1938,Maldives,MDV,2000,Asia,Central and Southern Asia,Closed Autocracy,,83.8,624337145.3,2234.595861,2.343300104,0.0,44.375,6.0,Lower-middle income,,-1.525,0.6990000000000001,100.0,-0.358,
1939,Maldives,MDV,2001,Asia,Central and Southern Asia,Closed Autocracy,286309.0,87.51950836,870179738.6,3039.302776,2.261300087,0.0,44.375,6.0,Lower-middle income,3.617290649,-1.525,0.6990000000000001,100.0,-0.358,
1940,Maldives,MDV,2002,Asia,Central and Southern Asia,Closed Autocracy,294185.0,88.41437531,897031250.0,3049.207981,1.783100009,0.0,44.375,6.0,Lower-middle income,5.347765169,-1.7480000000000002,0.6990000000000001,100.0,-0.358,41.3
1941,Maldives,MDV,2003,Asia,Central and Southern Asia,Closed Autocracy,302681.0,89.29978179999998,1052121055.0,3476.0062729999995,2.220000029,0.0,44.375,6.0,Lower-middle income,5.97659285,-1.223,0.6990000000000001,100.0,-0.358,
1942,Maldives,MDV,2004,Asia,Central and Southern Asia,Closed Autocracy,311265.0,90.17454529,1226829563.0,3941.431136,1.673300028,0.0,44.375,6.0,Lower-middle income,6.588254875,-1.028,0.6990000000000001,100.0,-0.358,
1943,Maldives,MDV,2005,Asia,Central and Southern Asia,Closed Autocracy,319604.0,91.03765106,1163362438.0,3640.012132,1.949200034,0.0,44.375,12.0,Lower-middle income,6.869605067,0.607,0.943,100.0,-0.358,
1944,Maldives,MDV,2006,Asia,Central and Southern Asia,Closed Autocracy,327489.0,91.89161682,1575200391.0,4809.93374,1.589900017,0.0,44.375,12.0,Lower-middle income,11.03635278,0.6920000000000001,0.943,100.0,-0.358,
1945,Maldives,MDV,2007,Asia,Central and Southern Asia,Closed Autocracy,335172.0,92.74253845,1868383461.0,5574.401981,1.521600008,0.0,44.375,12.0,Lower-middle income,16.3,0.6920000000000001,0.943,100.0,-0.358,
1946,Maldives,MDV,2008,Asia,Central and Southern Asia,Electoral Autocracy,343448.0,93.59664154,2271646188.0,6614.23618,1.530900002,0.0,53.125,12.0,Lower-middle income,23.2,0.946,1.271,100.0,-0.411,
1947,Maldives,MDV,2009,Asia,Central and Southern Asia,Electoral Democracy,353391.0,99.9,2345294875.0,6636.543871,1.490700006,0.0,61.875,6.493506494,Lower-middle income,24.8,0.946,1.271,100.0,-0.411,38.4
1948,Maldives,MDV,2010,Asia,Central and Southern Asia,Electoral Democracy,365730.0,99.41575623,2588176055.0,7076.739820999999,1.361999989,0.315654105,61.875,6.493506494,Upper-middle income,26.53,0.946,1.271,100.0,-0.411,
1949,Maldives,MDV,2011,Asia,Central and Southern Asia,Electoral Democracy,380493.0,99.48480225,2774351760.0,7291.465967,1.332800031,0.335008375,61.875,6.493506494,Upper-middle income,34.0,0.946,1.271,100.0,-0.411,
1950,Maldives,MDV,2012,Asia,Central and Southern Asia,Electoral Democracy,397231.0,99.53594971,2886170572.0,7265.723398999998,1.202000022,0.602006689,64.375,6.493506494,Upper-middle income,38.9301,0.828,1.393,100.0,-0.411,
1951,Maldives,MDV,2013,Asia,Central and Southern Asia,Electoral Autocracy,415592.0,99.5657959,3295011382.0,7928.476443,1.259899974,0.329091346,64.375,6.493506494,Upper-middle income,44.1,-0.065,0.028,100.0,-0.17,
1952,Maldives,MDV,2014,Asia,Central and Southern Asia,Electoral Autocracy,435018.0,100.0,3697351597.0,8499.307148,1.195299983,0.608069077,64.375,5.8823529410000015,Upper-middle income,49.28,-0.065,0.028,100.0,-0.17,
1953,Maldives,MDV,2015,Asia,Central and Southern Asia,Electoral Autocracy,454914.0,99.79016113,4109447297.0,9033.459724,1.380499959,1.277204455,70.625,5.8823529410000015,Upper-middle income,54.46195515,-0.612,0.028,100.0,-0.17,
1954,Maldives,MDV,2016,Asia,Central and Southern Asia,Electoral Autocracy,475505.0,100.0,4379115588.0,9209.399665,1.213199973,,70.625,5.8823529410000015,Upper-middle income,59.09258997,0.141,-0.165,100.0,-0.17,31.3
1955,Maldives,MDV,2017,Asia,Central and Southern Asia,Electoral Autocracy,496398.0,99.8,4754352304.0,9577.702376,1.254600048,,73.75,5.8823529410000015,Upper-middle income,63.18566588,0.141,0.23,100.0,-0.17,
1956,Maldives,MDV,2018,Asia,Central and Southern Asia,Electoral Autocracy,515704.0,100.0,5299773144.0,10276.77339,1.118299961,,73.75,5.8823529410000015,Upper-middle income,,0.062,0.273,100.0,-0.17,
1957,Mexico,MEX,2000,North America,Latin America and Caribbean,Electoral Democracy,,98.007132,707907000000.0,7157.8145,12.16829967,19.8040598,72.5,16.0,Upper-middle income,,0.159,0.34700000000000003,100.0,0.858,52.6
1958,Mexico,MEX,2001,North America,Latin America and Caribbean,Electoral Democracy,100298152.0,97.14319611,756706000000.0,7544.568723,11.34490013,17.10563209,72.5,16.0,Upper-middle income,7.038023117000001,0.159,0.34700000000000003,100.0,0.858,
1959,Mexico,MEX,2002,North America,Latin America and Caribbean,Electoral Democracy,101684764.0,97.897085,772106000000.0,7593.137345,10.68369961,15.05583789,72.5,16.0,Upper-middle income,11.9,0.159,0.34700000000000003,100.0,0.858,50.1
1960,Mexico,MEX,2003,North America,Latin America and Caribbean,Electoral Democracy,103081020.0,97.50493622,729336000000.0,7075.369643000001,10.17010021,12.12571491,72.5,22.6,Upper-middle income,12.9,0.159,0.34700000000000003,100.0,0.858,
1961,Mexico,MEX,2004,North America,Latin America and Caribbean,Electoral Democracy,104514934.0,98.597701,782241000000.0,7484.4863989999985,10.21420002,14.44842434,72.5,22.6,Upper-middle income,14.1,0.159,0.34700000000000003,100.0,0.858,50.0
1962,Mexico,MEX,2005,North America,Latin America and Caribbean,Electoral Democracy,106005199.0,98.932728,877476000000.0,8277.671564,10.30669975,15.19731385,72.5,24.2,Upper-middle income,17.21,0.159,0.34700000000000003,100.0,0.858,50.1
1963,Mexico,MEX,2006,North America,Latin America and Caribbean,Electoral Democracy,107560155.0,99.11416,975387000000.0,9068.294218,9.824899672999999,15.33424876,72.5,22.6,Upper-middle income,19.52,0.159,0.34700000000000003,100.0,0.858,48.9
1964,Mexico,MEX,2007,North America,Latin America and Caribbean,Electoral Democracy,109170503.0,98.11062622,1052700000000.0,9642.680517,9.457400322,14.09044302,75.0,23.2,Upper-middle income,20.81,0.159,0.466,100.0,0.858,
1965,Mexico,MEX,2008,North America,Latin America and Caribbean,Electoral Democracy,110815272.0,98.914037,1109990000000.0,10016.57121,9.770299911,17.54302582,75.0,23.2,Upper-middle income,21.71,0.159,0.466,100.0,0.858,49.9
1966,Mexico,MEX,2009,North America,Latin America and Caribbean,Electoral Democracy,112463886.0,98.409729,900045000000.0,8002.972178,9.169199943999999,12.94733225,77.5,27.6,Upper-middle income,26.34,0.159,0.466,100.0,0.858,
1967,Mexico,MEX,2010,North America,Latin America and Caribbean,Electoral Democracy,114092961.0,99.236696,1057800000000.0,9271.398396,9.360699654,16.60285189,77.5,26.2,Upper-middle income,31.05,0.159,0.68,100.0,0.733,47.2
1968,Mexico,MEX,2011,North America,Latin America and Caribbean,Electoral Democracy,115695468.0,99.06409454,1180490000000.0,10203.4213,9.067000389,14.88880301,77.5,26.2,Upper-middle income,37.17629541,0.159,0.68,100.0,0.733,
