,Country Name,Country Code,Continent,Year,GDP (current US$) - NY.GDP.MKTP.CD,GDP per capita (current US$) - NY.GDP.PCAP.CD,Women Business and the Law Index Score (scale 1-100) - SG.LAW.INDX,Proportion of seats held by women in national parliaments (%) - SG.GEN.PARL.ZS,pol_gen,exl_gen,cddrst_soc,hogrst_soc,hosrst_soc,just_pbadm,free_acexp,free_rel,pow_sxo,exl_eco,exl_geo,exl_pol,exl_soc,labour_share,Income Classification (World Bank Definition),power_soec,power_f,suffrage_f,dmr_f,"Compulsory education, duration (years) - SE.COM.DURS","School enrollment, secondary (% gross) - SE.SEC.ENRR",domestic_movement,slave,suffrage,minwage,si02,si03,si05,si07,fiscal,tariff,ODA,No. of Refugees (No of Accepted Applications)
2902,Togo,TGO,Africa,2010,3429461495.0,534.0447826000001,69.375,11.11111111,0.7829999999999999,0.276,0.0,1.0,1.0,-0.67,2.5069999999999997,1.63,-0.299,0.569,0.625,0.631,0.4,0.82401422,Low income,0.684,1.726,100.0,2.083,10.0,,0.865,0.888,100.0,,,,,,3.0,30.53977,284000000.0,22.0
2903,Thailand,THA,Asia,2010,341105000000.0,5076.339872,75.0,13.3192389,0.804,0.19899999999999998,1.0,1.0,1.0,-0.16,0.092,1.575,1.173,0.39399999999999996,0.335,0.44799999999999995,0.469,0.7882030459999999,Upper-middle income,0.62,2.083,100.0,2.055,9.0,82.42884827,0.904,0.504,100.0,1.0,3.89,8.53,16.08,46.62,,39.06142,6302000000.0,319.0
2904,Tajikistan,TJK,Asia,2010,5642178580.0,749.5524123,73.125,19.04761905,0.507,0.835,1.0,,0.0,-1.242,-1.265,-0.784,-1.692,0.9059999999999999,0.8959999999999999,0.7609999999999999,0.8109999999999999,1.04262813,Low income,-0.705,-1.014,100.0,-0.153,9.0,84.73415375,0.517,0.634,100.0,,7.44,18.9,27.13,73.67,3.5,55.07099,413000000.0,519.0
2905,Turkmenistan,TKM,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0.10099999999999999,0.623,100.0,,0.06,3.2,17.2,,,54.7419,645000000.0,
2907,Timor-Leste,TLS,,2010,881826900.0,806.4135263,53.125,29.23076923,0.782,0.584,1.0,1.0,1.0,0.835,1.681,1.8780000000000001,0.485,0.753,0.797,0.475,0.45899999999999996,,Lower-middle income,0.005,0.745,100.0,1.609,9.0,62.38996887,0.818,0.8340000000000001,100.0,,,,,,3.5,,,0.0
2908,Timor-Leste,TLS,Asia,2010,881826900.0,806.4135263,53.125,29.23076923,0.782,0.584,1.0,1.0,1.0,0.835,1.681,1.8780000000000001,0.485,0.753,0.797,0.475,0.45899999999999996,,Lower-middle income,0.005,0.745,100.0,1.609,9.0,62.38996887,0.818,0.8340000000000001,100.0,,,,,,3.5,,,0.0
2910,Tonga,TON,Oceania,2010,366840012.4,3527.952342,50.0,0.0,,,,,,,,,,,,,,0.945062483,Lower-middle income,,,,,6.0,103.6473312,,,,,0.0,8.26,,,3.0,64.11765,57000000.0,
2913,Trinidad and Tobago,TTO,North America,2010,22157948396.0,16683.39306,72.5,28.57142857,0.9009999999999999,0.1,1.0,1.0,1.0,0.5820000000000001,2.227,1.966,2.412,0.165,0.091,0.151,0.142,0.693505534,High income,1.298,2.112,100.0,1.666,6.0,,0.7859999999999999,0.8340000000000001,100.0,,6.09,14.23,24.21,33.36,,90.00887,704000000.0,0.0
2914,Tunisia,TUN,Africa,2010,44050929160.0,4141.975964,58.75,27.57009346,0.745,0.235,1.0,1.0,0.0,-1.087,-0.905,-1.087,-0.485,0.237,0.276,0.507,0.284,0.759625456,Upper-middle income,0.115,0.53,100.0,0.488,9.0,90.18618774,0.643,0.804,100.0,3.0,13.0,8.4,11.6,,,54.19025,695000000.0,5.0
2915,Turkey,TUR,Asia,2010,776993000000.0,10742.77498,80.0,9.107468124,0.584,0.485,1.0,1.0,1.0,-0.228,0.091,-0.03,-0.546,0.27,0.19,0.6809999999999999,0.589,0.83963176,Upper-middle income,1.075,0.499,100.0,-0.077,8.0,84.28302765,0.653,0.76,100.0,3.0,3.49,12.28,18.97,83.79,,36.83075,13085000000.0,6476.0
2916,Tuvalu,TUV,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,14000000.0,
2917,Tanzania,TZA,Africa,2010,32014249841.0,743.4036639,81.25,,0.8009999999999999,0.511,0.0,,1.0,0.618,1.051,1.52,-0.726,0.591,0.551,0.555,0.318,0.863986789,Low income,0.604,1.474,100.0,1.347,7.0,31.64974976,0.8290000000000001,0.665,100.0,,7.8437600000000005,10.3042,18.1837,53.17,4.0,65.32703000000001,3031000000.0,35.0
2918,Uganda,UGA,Africa,2010,26558908398.0,819.0074652000001,70.0,31.28834356,0.8240000000000001,0.40299999999999997,1.0,,1.0,0.325,0.444,1.8530000000000002,-1.94,0.573,0.584,0.546,0.6940000000000001,0.7989454220000001,Low income,1.033,1.3430000000000002,100.0,1.365,7.0,,0.8340000000000001,0.7879999999999999,100.0,,1.86158,11.3382,20.1587,64.9517,4.0,71.82943,1858000000.0,5651.0
2919,Ukraine,UKR,Europe,2010,136013000000.0,2965.139715,75.625,8.0,0.873,0.094,1.0,0.0,0.0,-0.428,1.3940000000000001,2.219,1.672,0.371,0.155,0.141,0.201,0.821928786,Lower-middle income,-2.081,1.463,100.0,2.175,11.0,95.57578278,0.9,0.722,100.0,,15.2665,14.6301,20.8329,66.6323,,64.60428,415000000.0,231.0
2921,Uruguay,URY,South America,2010,40284481652.0,11992.02377,83.125,15.15151515,0.893,0.044000000000000004,1.0,,1.0,2.655,3.633,1.7919999999999998,1.9769999999999999,0.08,0.08900000000000001,0.02,0.048,0.86204469,Upper-middle income,1.75,1.6740000000000002,100.0,1.689,14.0,101.1993484,0.8740000000000001,0.937,100.0,1.0,2.4228099999999997,10.8246,14.1566,49.8527,,68.61771,92000000.0,0.0
2922,United States,USA,North America,2010,14992100000000.0,48466.6576,83.75,16.781609200000002,0.92,0.078,1.0,,1.0,3.0010000000000003,3.431,2.728,1.631,0.113,0.063,0.018000000000000002,0.111,0.845858819,High income,1.24,2.4019999999999997,100.0,2.1630000000000003,12.0,94.84593964,,,,,4.38774,12.7393,14.7891,,,37.31017,,18980.0
2923,Uzbekistan,UZB,Asia,2010,46679875794.0,1634.312095,67.5,22.0,0.527,0.433,1.0,,0.0,-1.044,-2.572,-2.202,-2.062,0.5770000000000001,0.5920000000000001,0.424,0.47600000000000003,0.797448066,Lower-middle income,-0.51,0.627,100.0,-0.26899999999999996,11.0,89.8712616,0.35100000000000003,0.07200000000000001,100.0,1.0,0.965131,13.2956,23.432,59.2699,4.0,74.3951,253000000.0,
2924,St. Vincent and the Grenadines,VCT,North America,2010,681225925.9,6292.4988539999995,68.125,14.28571429,,,,,,,,,,,,,,0.832471035,Upper-middle income,,,,,12.0,108.0370712,,,,,8.61,10.7,21.58,21.03,3.5,,,
2925,"Venezuela, RB",VEN,South America,2010,393192000000.0,13825.357119999999,82.5,16.96969697,0.84,0.11599999999999999,1.0,,1.0,-0.731,0.48,1.071,0.268,0.31,0.27399999999999997,0.848,0.253,0.917170237,Upper-middle income,0.997,1.876,100.0,1.824,14.0,82.71372986,,,,,3.4,9.8,13.2302,149.1,,,,260.0
2926,British Virgin Islands,VGB,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.89747,,
2927,Virgin Islands (U.S.),VIR,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2928,Vietnam,VNM,Asia,2010,115932000000.0,1317.890646,70.0,25.76064909,0.792,0.28,1.0,1.0,1.0,-0.505,-0.083,-0.315,1.236,0.311,0.48,0.534,0.285,0.759923563,Lower-middle income,0.679,1.735,100.0,1.294,9.0,,0.779,0.682,100.0,,2.0926,8.86693,11.33,44.995,4.5,44.0956,7623000000.0,
2929,Vanuatu,VUT,Oceania,2010,670713208.1,2839.40634,58.125,3.8461538460000004,0.6890000000000001,0.386,1.0,1.0,1.0,0.833,2.25,1.8219999999999998,-0.757,0.324,0.45899999999999996,0.099,0.172,0.913261707,Lower-middle income,1.959,1.088,100.0,0.848,,59.53269958,0.752,0.826,100.0,,4.77151,11.9017,24.7008,44.9852,3.5,70.99698000000001,142000000.0,
2931,Samoa,WSM,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,17.3,28.4,,4.0,43.09623,145000000.0,
2932,Kosovo,XKX,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,0.531,0.765,100.0,,,,,,3.0,,,
2933,"Yemen, Rep.",YEM,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,9.3,20.2,57.0,3.0,,,1083.0
2934,South Africa,ZAF,Africa,2010,375349000000.0,7328.6152,78.75,44.5,0.895,0.391,1.0,,1.0,1.67,1.406,2.615,1.499,0.442,0.504,0.35600000000000004,0.483,0.810648223,Upper-middle income,1.0190000000000001,1.526,100.0,1.7,9.0,93.73719788,0.883,0.6629999999999999,100.0,,5.79214,7.046,14.8836,32.5698,,51.53818,4885000000.0,10080.0
2935,Zambia,ZMB,Africa,2010,20265559484.0,1489.459087,60.625,14.01273885,0.725,0.366,0.0,,0.0,0.6809999999999999,0.9690000000000001,1.959,-1.4869999999999999,0.39,0.503,0.794,0.386,0.6922423059999999,Lower-middle income,0.585,0.525,100.0,0.943,7.0,,0.78,0.586,100.0,,14.8236,8.98678,22.0542,80.2925,3.0,62.911880000000004,790000000.0,522.0
2936,Zimbabwe,ZWE,Africa,2010,12041655200.0,948.331481,86.875,14.95327103,0.706,0.366,1.0,1.0,1.0,-0.237,-0.889,1.371,-1.15,0.508,0.489,0.733,0.522,0.761590716,Low income,-1.212,0.609,100.0,1.547,7.0,,0.807,0.855,100.0,,,,,,2.0,77.42896,743000000.0,545.0
2937,Aruba,ABW,North America,2011,2549720670.0,24985.013919999998,,,,,,,,,,,,,,,,0.8026885140000001,High income,,,,,13.0,97.02787781,,,,,,,,,,,,
2939,Afghanistan,AFG,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0.281,0.655,100.0,1.0,,,,,3.0,,,26.0
2941,Angola,AGO,Africa,2011,111790000000.0,4615.468218999999,65.0,38.18181818,0.6940000000000001,0.514,1.0,,1.0,-0.9990000000000001,-0.39799999999999996,0.747,-0.20600000000000002,0.778,0.777,0.629,0.718,0.495233446,Upper-middle income,-0.63,0.73,100.0,0.7290000000000001,6.0,26.48254013,0.701,0.5660000000000001,100.0,,,,,,3.0,,,1073.0
2942,Albania,ALB,Europe,2011,12890765324.0,4437.142885,85.625,15.71428571,0.816,0.215,1.0,1.0,1.0,0.626,1.402,2.386,0.58,0.265,0.124,0.32299999999999995,0.203,0.841436775,Lower-middle income,0.124,1.321,100.0,1.1520000000000001,8.0,89.79815674,0.8420000000000001,0.6409999999999999,100.0,,18.77,8.69,15.56,51.81,,,,0.0
2943,Andorra,AND,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2945,United Arab Emirates,ARE,Asia,2011,350666000000.0,39194.67224,26.875,17.5,0.402,0.42200000000000004,1.0,1.0,1.0,1.3319999999999999,-0.408,0.436,-1.834,0.335,0.198,0.536,0.6779999999999999,0.88142563,High income,-0.8809999999999999,-1.32,4.908,-0.888,6.0,,0.31,0.225,5.965,,6.09,,20.05,67.08,,,,195.0
2946,Argentina,ARG,South America,2011,530163000000.0,12848.8642,73.125,37.354085600000005,0.882,0.063,1.0,,1.0,0.813,2.414,2.265,2.075,0.263,0.172,0.055,0.1,0.831810217,Upper-middle income,1.536,2.0,100.0,2.028,13.0,101.5350037,0.9359999999999999,0.816,100.0,3.0,1.4,11.16,15.61,171.16,,,,74.0
2947,Armenia,ARM,Asia,2011,10142111334.0,3525.8071979999995,80.0,8.396946565,0.758,0.345,0.0,0.0,0.0,-0.13,0.813,0.7190000000000001,-1.216,0.41,0.268,0.32299999999999995,0.07400000000000001,0.897525967,Lower-middle income,-0.649,-0.252,100.0,2.055,11.0,93.13488007,0.924,0.833,100.0,,3.42,17.22,18.28,25.33,5.0,,,45.0
2949,Antigua and Barbuda,ATG,North America,2011,1137637037.0,12746.63347,66.25,10.52631579,,,,,,,,,,,,,,,Upper-middle income,,,,,11.0,110.92294309999998,,,,,,,,,,,,
2950,Australia,AUS,Oceania,2011,1396650000000.0,62517.83375,91.25,24.66666667,0.932,0.035,1.0,1.0,1.0,3.241,2.648,2.615,2.0269999999999997,0.021,0.061,0.01,0.035,0.7723051590000001,High income,0.9079999999999999,2.157,100.0,1.45,10.0,,0.8320000000000001,0.91,100.0,2.0,1.97,5.29,11.58,24.03,,,,5705.0
2951,Austria,AUT,Europe,2011,431120000000.0,51374.95841,91.25,27.86885246,0.941,0.057999999999999996,1.0,1.0,1.0,2.521,2.6210000000000004,1.3980000000000001,1.8119999999999998,0.061,0.069,0.036000000000000004,0.06,0.8288365190000001,High income,1.033,1.389,100.0,2.3080000000000003,10.0,98.06147003,0.932,0.903,100.0,2.0,2.71,7.19,15.83,71.43,,,,3566.0
2952,Azerbaijan,AZE,Asia,2011,65951627200.0,7189.691229000001,78.75,16.0,0.618,0.35700000000000004,1.0,1.0,1.0,-1.273,-0.725,-0.28800000000000003,-1.278,0.544,0.46,0.904,0.461,0.645500417,Upper-middle income,-1.6569999999999998,-0.308,100.0,1.476,9.0,,0.782,0.69,100.0,,6.0,13.53,14.67,1.4,,,,26.0
2953,Burundi,BDI,Africa,2011,2235820809.0,249.5779728,73.125,30.47619048,0.672,0.307,1.0,,1.0,-1.3259999999999998,-0.73,1.41,-0.505,0.768,0.505,0.841,0.619,0.611694175,Low income,1.204,0.867,100.0,0.11900000000000001,,26.12249947,0.451,0.799,100.0,,7.39,13.19,19.75,80.3,3.5,,,5439.0
2954,Belgium,BEL,Europe,2011,522646000000.0,47348.52502,100.0,38.0,0.9470000000000001,0.045,1.0,1.0,1.0,3.028,3.2119999999999997,2.1519999999999997,2.503,0.059000000000000004,0.06,0.03,0.027999999999999997,0.8076633129999999,High income,2.1,2.675,100.0,2.418,12.0,156.6331635,0.9420000000000001,0.8640000000000001,100.0,2.0,3.3,4.6,18.54,47.53,,,,4146.0
2955,Benin,BEN,Africa,2011,10693321370.0,1130.27319,71.875,8.43373494,0.872,0.177,1.0,,1.0,-0.251,1.771,1.359,1.723,0.418,0.483,0.317,0.222,0.83878121,Low income,1.004,1.454,100.0,2.176,6.0,49.12759018,0.927,0.895,100.0,,,,,,3.0,,,147.0
2956,Burkina Faso,BFA,Africa,2011,12080296644.0,751.1727704,76.875,15.31531532,0.816,0.255,1.0,1.0,1.0,0.853,2.114,1.669,0.237,0.23199999999999998,0.39399999999999996,0.131,0.156,0.78862292,Low income,1.031,0.818,100.0,1.298,10.0,23.83592987,0.83,0.855,100.0,,,,,,4.0,,,30.0
2957,Bangladesh,BGD,Asia,2011,128638000000.0,861.7621622000001,49.375,19.71428571,0.745,0.47600000000000003,1.0,1.0,1.0,-1.3940000000000001,-0.151,2.209,-1.811,0.825,0.823,0.821,0.595,0.9870644759999999,Low income,-1.4240000000000002,1.3259999999999998,100.0,1.038,5.0,52.43136978,0.8420000000000001,0.6920000000000001,100.0,,5.85,6.89,10.83,67.44,3.5,,,0.0
2958,Bulgaria,BGR,Europe,2011,57386216850.0,7809.425062,87.5,20.83333333,0.9259999999999999,0.064,1.0,1.0,1.0,0.925,2.0709999999999997,1.3880000000000001,1.314,0.135,0.185,0.051,0.107,0.81603949,Upper-middle income,1.058,2.336,100.0,1.655,11.0,93.75525665,0.8270000000000001,0.8909999999999999,100.0,1.0,14.97,10.76,17.55,59.45,,,,5.0
2959,Bahrain,BHR,Asia,2011,28776595745.0,22514.202719999997,31.875,10.0,0.42100000000000004,0.583,0.0,1.0,1.0,-2.1919999999999997,-2.434,-2.311,-1.5430000000000001,0.596,0.45399999999999996,0.8540000000000001,0.934,0.746379705,High income,-1.757,-0.654,36.46,-0.207,9.0,95.29779816,0.32899999999999996,0.5379999999999999,36.46,,4.9,13.7,19.9,60.37,,,,0.0
2960,"Bahamas, The",BHS,North America,2011,10070450000.0,28005.9124,81.25,12.19512195,,,,,,,,,,,,,,0.90882214,High income,,,,,12.0,84.98634338,,,,,,,,,,,,0.0
2961,Bosnia and Herzegovina,BIH,Europe,2011,18644723861.0,5092.554725,81.875,21.42857143,0.84,0.244,1.0,1.0,0.0,-0.1,1.278,1.791,0.662,0.377,0.237,0.602,0.514,0.85196289,Upper-middle income,0.7809999999999999,0.9009999999999999,100.0,0.965,9.0,,0.728,0.903,100.0,,11.8,13.61,17.07,66.29,3.5,,,0.0
2962,Belarus,BLR,Europe,2011,61757788945.0,6519.230195,73.125,31.81818182,0.875,0.10400000000000001,1.0,1.0,1.0,0.40700000000000003,-1.6219999999999999,0.037000000000000005,-0.14300000000000002,0.031,0.09699999999999999,0.33899999999999997,0.057999999999999996,0.792840995,Upper-middle income,1.626,0.8220000000000001,100.0,2.1719999999999997,9.0,107.3914185,0.9159999999999999,0.715,100.0,,4.16,13.98,24.7,37.16,,,,15.0
2963,Belize,BLZ,North America,2011,1460797903.0,4423.4968420000005,76.875,0.0,,,,,,,,,,,,,,0.708153245,Lower-middle income,,,,,8.0,75.951828,,,,,,,,,,,,
2964,Bermuda,BMU,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2965,Bolivia,BOL,South America,2011,23963033429.0,2346.337844,68.125,25.38461538,0.758,0.287,1.0,,1.0,-0.10300000000000001,1.956,2.2880000000000003,0.619,0.129,0.14400000000000002,0.377,0.259,0.7949291470000001,Lower-middle income,2.7439999999999998,1.013,100.0,1.556,14.0,86.06030273,0.875,0.753,100.0,3.0,1.65,8.43,12.3,269.1,4.0,,,21.0
2966,Brazil,BRA,South America,2011,2616200000000.0,13245.61203,81.875,8.576998051,0.855,0.042,1.0,,1.0,0.759,2.517,3.055,1.3219999999999998,0.163,0.139,0.009000000000000001,0.142,0.867613332,Upper-middle income,0.993,2.09,100.0,2.263,8.0,95.26338196,0.94,0.57,100.0,1.0,3.47,10.08,16.33,151.81,,,,93.0
2967,Barbados,BRB,North America,2011,4657500000.0,16458.35321,70.625,10.0,0.87,0.08,1.0,1.0,1.0,1.499,1.327,2.207,1.652,0.133,0.079,0.084,0.14300000000000002,0.827761758,High income,0.48700000000000004,1.936,100.0,2.095,11.0,103.63588709999999,0.924,0.6990000000000001,100.0,,,,,,,,,
2968,Brunei Darussalam,BRN,Asia,2011,18525319978.0,47055.96064,53.125,,,,,,,,,,,,,,,0.679281762,High income,,,,,9.0,101.43054959999999,,,,,6.03,8.9,18.83,74.54,,,,
2969,Bhutan,BTN,Asia,2011,1777101317.0,2563.261224,69.375,8.510638298,0.736,0.261,1.0,1.0,1.0,2.187,0.263,-0.439,0.953,0.165,0.259,0.12,0.17,0.82879988,Lower-middle income,1.167,0.97,100.0,0.987,,67.24878693,0.722,0.828,100.0,,3.92,14.62,17.89,89.92,4.0,,,
2970,Botswana,BWA,Africa,2011,15351972361.0,7617.310041,63.75,7.936507937000001,0.731,0.21899999999999997,0.0,,0.0,2.2840000000000003,1.5430000000000001,1.9369999999999998,1.254,0.212,0.218,0.251,0.188,0.775108825,Upper-middle income,0.375,0.152,100.0,1.8159999999999998,,,0.866,0.883,100.0,,,,,,,,,149.0
2971,Central African Republic,CAF,Africa,2011,2437982707.0,551.7496917999999,76.875,12.5,0.61,0.5820000000000001,0.0,1.0,1.0,-1.058,1.0170000000000001,0.9840000000000001,0.21100000000000002,0.845,0.655,0.736,0.887,0.888841834,Low income,0.585,1.182,100.0,-0.099,10.0,17.62453079,0.355,0.608,100.0,,12.0,22.33,25.56,91.52,3.5,,,0.0
2972,Canada,CAN,North America,2011,1793330000000.0,52223.696110000004,97.5,24.75570033,0.9329999999999999,0.054000000000000006,1.0,1.0,1.0,2.7239999999999998,2.278,1.9709999999999999,2.484,0.07,0.094,0.027000000000000003,0.069,0.815488505,High income,1.601,2.35,100.0,2.367,10.0,103.34896090000001,0.9470000000000001,0.903,100.0,1.0,0.84,4.89,15.89,30.13,,,,12987.0
2974,Switzerland,CHE,Europe,2011,722038000000.0,91254.03476000001,85.625,28.5,0.937,0.062,1.0,,1.0,3.0239999999999996,2.963,1.645,2.256,0.028999999999999998,0.053,0.013999999999999999,0.047,0.760796523,High income,1.2309999999999999,2.398,100.0,1.876,11.0,96.41895294,0.885,0.929,100.0,2.0,0.84,5.55,16.59,44.08,,,,3694.0
2975,Channel Islands,CHI,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2976,Chile,CHL,South America,2011,252252000000.0,14637.23344,75.0,14.16666667,0.873,0.268,1.0,,1.0,2.191,2.456,2.055,0.49200000000000005,0.332,0.134,0.046,0.242,0.750669965,Upper-middle income,0.951,1.5390000000000001,100.0,2.492,12.0,90.46907806,0.955,0.9470000000000001,100.0,1.0,2.35,7.77,13.93,99.05,,,,5.0
2977,China,CHN,Asia,2011,7551500000000.0,5618.132267,69.375,21.32303559,0.648,0.3,1.0,1.0,1.0,-0.747,-1.1079999999999999,-2.06,-0.47,0.43200000000000005,0.40700000000000003,0.452,0.373,0.778449315,Upper-middle income,0.107,0.589,100.0,-0.516,9.0,,0.28300000000000003,0.36200000000000004,100.0,1.0,0.96,,12.71,159.97,,,,46.0
2979,Cameroon,CMR,Africa,2011,29375448542.0,1405.094123,50.625,13.88888889,0.737,0.39399999999999996,0.0,1.0,1.0,-1.227,0.802,2.033,-0.133,0.7929999999999999,0.8,0.586,0.59,0.800502445,Lower-middle income,-0.22699999999999998,1.065,100.0,2.021,6.0,48.31893158,0.898,0.6459999999999999,100.0,,11.45,6.41,5.47,94.63,3.5,,,688.0
2980,"Congo, Dem. Rep.",COD,Africa,2011,25839749199.0,387.082477,42.5,,0.479,0.64,1.0,1.0,1.0,-2.235,0.861,1.176,0.7120000000000001,0.873,0.9,0.846,0.807,0.8017630029999999,Low income,-0.805,0.38,100.0,-0.027000000000000003,6.0,43.32061005,,,,,,,,,3.5,,,0.0
2981,"Congo, Rep.",COG,Africa,2011,15634897273.0,3557.5561700000003,49.375,7.299270073,0.299,0.741,1.0,,1.0,-0.9620000000000001,-0.264,1.0290000000000001,0.469,0.873,0.8240000000000001,0.8740000000000001,0.8540000000000001,0.320002309,Lower-middle income,-0.88,-1.391,100.0,-0.298,10.0,,,,,,1.08,7.11,9.92,94.08,3.5,,,50.0
2982,Colombia,COL,South America,2011,334944000000.0,7335.166934000001,73.125,12.12121212,0.769,0.397,1.0,,1.0,0.565,1.5590000000000002,2.3480000000000003,0.6559999999999999,0.579,0.469,0.166,0.32,0.769459969,Upper-middle income,-0.175,0.848,100.0,0.615,10.0,99.15142822,0.627,0.657,100.0,3.0,2.5,14.3,16.88,181.99,,,,5.0
2983,Comoros,COM,Africa,2011,1023086273.0,1447.94527,43.75,3.03030303,0.545,0.574,0.0,,1.0,-0.648,2.1319999999999997,-0.809,-1.001,0.528,0.40700000000000003,0.494,0.455,0.886333762,Low income,1.4580000000000002,0.556,100.0,0.40700000000000003,6.0,,0.584,0.635,100.0,,,,,,2.5,,,
2984,Cabo Verde,CPV,Africa,2011,1865915544.0,3740.374103,86.25,20.83333333,0.828,0.23,1.0,1.0,1.0,1.1909999999999998,1.666,2.263,0.315,0.34600000000000003,0.257,0.373,0.303,0.814972024,Lower-middle income,1.025,1.207,100.0,1.81,10.0,89.97599792,,,,,,,,,4.0,,,
2985,Costa Rica,CRI,North America,2011,42762617082.0,9229.834517,80.0,38.59649123,0.9520000000000001,0.062,1.0,,1.0,2.415,3.437,1.854,0.6659999999999999,0.131,0.14400000000000002,0.035,0.053,0.894139658,Upper-middle income,0.748,3.227,100.0,2.296,13.0,103.80470279999999,0.9159999999999999,0.927,100.0,3.0,1.82,10.07,17.69,46.75,,,,219.0
2987,Cuba,CUB,North America,2011,68990000000.0,6139.718783,,45.221843,0.657,0.11199999999999999,1.0,,1.0,-0.45899999999999996,-1.723,-0.11599999999999999,0.961,0.17300000000000001,0.364,0.54,0.188,0.8750331240000001,Upper-middle income,1.768,1.359,100.0,-1.04,9.0,91.52572632,0.193,0.797,100.0,1.0,,,,,,,,10.0
2989,Cayman Islands,CYM,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2990,Cyprus,CYP,Europe,2011,27565469098.0,32396.385739999998,88.75,10.71428571,0.8440000000000001,0.105,1.0,,0.0,1.508,2.261,1.23,1.127,0.154,0.172,0.099,0.218,0.9043287809999999,High income,1.274,1.824,100.0,0.375,10.0,92.82562256,0.7,0.7390000000000001,100.0,,9.99,5.3,12.12,41.79,,,,56.0
2991,Czech Republic,CZE,Europe,2011,229563000000.0,21871.26608,88.125,22.0,0.9279999999999999,0.028999999999999998,1.0,1.0,1.0,1.8969999999999998,3.361,2.614,2.101,0.024,0.052000000000000005,0.028999999999999998,0.023,0.70634205,High income,1.6869999999999998,1.465,100.0,2.0380000000000003,9.0,95.79878998,0.895,0.8909999999999999,100.0,,5.22,6.49,14.97,48.81,,,,108.0
2992,Germany,DEU,Europe,2011,3744410000000.0,46644.77603,94.375,32.90322581,0.955,0.036000000000000004,1.0,1.0,1.0,3.918,2.3569999999999998,2.059,2.411,0.017,0.047,0.015,0.025,0.8471214420000001,High income,1.745,2.76,100.0,2.281,13.0,103.7624207,0.919,0.975,100.0,2.0,3.03,4.36,16.4,,,,,7065.0
2993,Djibouti,DJI,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,0.633,0.47100000000000003,100.0,,,,,,3.0,,,49.0
2994,Dominica,DMA,North America,2011,501025925.9,7065.460372,62.5,12.5,,,,,,,,,,,,,,0.800201376,Upper-middle income,,,,,12.0,89.13699341,,,,,,,,,4.0,,,
2995,Denmark,DNK,Europe,2011,344003000000.0,61753.64713,97.5,39.10614525,0.965,0.013999999999999999,1.0,1.0,1.0,4.006,3.173,2.676,2.8510000000000004,0.009000000000000001,0.057999999999999996,0.008,0.011000000000000001,0.8303532240000001,High income,1.831,3.1439999999999997,100.0,1.574,10.0,122.69902040000001,0.843,0.971,100.0,2.0,3.66,5.05,17.19,51.35,,,,936.0
2996,Dominican Republic,DOM,North America,2011,58029750746.0,5913.426649,80.625,20.76502732,0.8220000000000001,0.672,1.0,,1.0,-0.40399999999999997,1.314,1.8940000000000001,-0.366,0.7879999999999999,0.779,0.7240000000000001,0.612,0.917388923,Upper-middle income,0.23199999999999998,0.54,100.0,1.426,15.0,77.46867371,0.8140000000000001,0.745,100.0,3.0,2.87,9.46,17.35,121.77,,,,0.0
2997,Algeria,DZA,Africa,2011,200013000000.0,5455.679029999999,55.0,7.9691516710000005,0.629,0.374,1.0,1.0,0.0,-0.675,0.485,-1.126,-0.759,0.377,0.444,0.41200000000000003,0.353,0.730232535,Upper-middle income,0.145,0.604,100.0,0.031,10.0,99.61434937,0.7090000000000001,0.77,100.0,,14.4,7.93,23.77,72.15,,,,10.0
3003,Ecuador,ECU,South America,2011,79276664000.0,5200.555108,84.375,32.25806452,0.8540000000000001,0.26899999999999996,1.0,,1.0,0.342,1.0,1.595,0.6759999999999999,0.396,0.29600000000000004,0.278,0.255,0.775595947,Upper-middle income,1.4080000000000001,0.895,100.0,1.931,15.0,96.46614075,0.857,0.828,100.0,1.0,3.2,12.04,18.09,118.4,,,,2662.0
3004,"Egypt, Arab Rep.",EGY,Africa,2011,235990000000.0,2791.810766,38.75,1.968503937,0.389,0.635,1.0,1.0,1.0,-1.6569999999999998,0.319,-0.302,-1.165,0.779,0.6890000000000001,0.6890000000000001,0.665,0.829742786,Lower-middle income,-0.504,-0.242,0.0,-0.988,9.0,77.60144043,,,,,10.9,6.2,15.9,94.6,,,,767.0
